_id,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,LONG_WGS84,LAT_WGS84,geometry
73,GO-20141564097,THEFT UNDER,2014-02-20,2014,February,Thursday,20,51,10,2014-02-20,2014,February,Thursday,20,51,10,D41,"Gas Station (Self, Full, Attached Convenience)",Commercial,RALEIGH,None,MT,10,RED,,STOLEN,-79.27494652531841,43.7494527615645,"{""coordinates"": [[-79.274946525, 43.749452762]], ""type"": ""MultiPoint""}"
74,GO-20149001446,THEFT UNDER,2014-02-19,2014,February,Wednesday,19,50,23,2014-02-20,2014,February,Thursday,20,51,21,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,DARK BLUE CHALL,RG,2,BLU,,STOLEN,-79.40698283146293,43.65137819288401,"{""coordinates"": [[-79.406982831, 43.651378193]], ""type"": ""MultiPoint""}"
75,GO-20141587267,THEFT UNDER,2014-02-23,2014,February,Sunday,23,54,20,2014-02-24,2014,February,Monday,24,55,7,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,None,OT,0,BLU,,STOLEN,-79.44466708541593,43.69771626386407,"{""coordinates"": [[-79.4446670849999, 43.6977162640001]], ""type"": ""MultiPoint""}"
76,GO-20141590253,THEFT UNDER,2014-02-24,2014,February,Monday,24,55,9,2014-02-24,2014,February,Monday,24,55,15,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,E-FADA,None,EL,1,BLK,2000,STOLEN,-79.58703867777946,43.750983478081594,"{""coordinates"": [[-79.5870386779999, 43.7509834780001]], ""type"": ""MultiPoint""}"
77,GO-20149001553,THEFT UNDER,2014-01-18,2014,January,Saturday,18,18,0,2014-02-24,2014,February,Monday,24,55,15,D52,"Apartment (Rooming House, Condo)",Apartment,GI,ALIAS,MT,21,BLK,1400,STOLEN,-79.38849864685093,43.667434106695886,"{""coordinates"": [[-79.3884986469999, 43.6674341070001]], ""type"": ""MultiPoint""}"
78,GO-20149001570,THEFT UNDER,2014-02-24,2014,February,Monday,24,55,20,2014-02-24,2014,February,Monday,24,55,22,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,None,RG,1,None,,STOLEN,-79.47521062583037,43.661114765882665,"{""coordinates"": [[-79.475210626, 43.661114766]], ""type"": ""MultiPoint""}"
79,GO-20141600543,THEFT UNDER,2014-02-25,2014,February,Tuesday,25,56,8,2014-02-26,2014,February,Wednesday,26,57,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,2012 SIRRUS SPO,OT,21,BLK,700,STOLEN,-79.3867607489655,43.670232809825116,"{""coordinates"": [[-79.3867607489999, 43.6702328100001]], ""type"": ""MultiPoint""}"
80,GO-20141609988,B&E,2013-11-27,2013,November,Wednesday,27,331,12,2014-02-27,2014,February,Thursday,27,58,18,D14,"Apartment (Rooming House, Condo)",Apartment,GARDIN,None,TO,7,RED,250,STOLEN,-79.40467753177275,43.648963789626805,"{""coordinates"": [[-79.4046775319999, 43.64896379]], ""type"": ""MultiPoint""}"
81,GO-20141620477,B&E,2014-02-23,2014,February,Sunday,23,54,14,2014-03-01,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MKM,None,RC,0,GRYWHI,300,STOLEN,-79.44343772119703,43.66536831944981,"{""coordinates"": [[-79.443437721, 43.665368319]], ""type"": ""MultiPoint""}"
82,GO-20141620477,B&E,2014-02-23,2014,February,Sunday,23,54,14,2014-03-01,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SPECIALIZED,ROULUX 2,RG,10,WHI,1850,STOLEN,-79.44343772119703,43.66536831944981,"{""coordinates"": [[-79.443437721, 43.665368319]], ""type"": ""MultiPoint""}"
83,GO-20141620477,B&E,2014-02-23,2014,February,Sunday,23,54,14,2014-03-01,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MKM,None,RC,0,GRYWHI,1000,STOLEN,-79.44343772119703,43.66536831944981,"{""coordinates"": [[-79.443437721, 43.665368319]], ""type"": ""MultiPoint""}"
84,GO-20141634799,THEFT UNDER,2014-03-03,2014,March,Monday,3,62,20,2014-03-03,2014,March,Monday,3,62,21,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MICGARGI,None,OT,1,BLK,1500,STOLEN,-79.35691196349845,43.65823919734296,"{""coordinates"": [[-79.356911963, 43.6582391970001]], ""type"": ""MultiPoint""}"
85,GO-20149001784,THEFT UNDER,2014-03-04,2014,March,Tuesday,4,63,21,2014-03-04,2014,March,Tuesday,4,63,21,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GI,ESCAPE,MT,16,BLK,800,STOLEN,-79.29800824937016,43.67890233101804,"{""coordinates"": [[-79.298008249, 43.6789023310001]], ""type"": ""MultiPoint""}"
86,GO-20149001765,THEFT UNDER,2014-03-03,2014,March,Monday,3,62,19,2014-03-04,2014,March,Tuesday,4,63,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,None,MT,21,RED,80,STOLEN,-79.37586124929459,43.65494689405061,"{""coordinates"": [[-79.375861249, 43.654946894]], ""type"": ""MultiPoint""}"
87,GO-20149001820,THEFT UNDER,2014-03-05,2014,March,Wednesday,5,64,8,2014-03-06,2014,March,Thursday,6,65,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,"COBRA 18""",BM,1,WHI,350,STOLEN,-79.38849864685093,43.667434106695886,"{""coordinates"": [[-79.3884986469999, 43.6674341070001]], ""type"": ""MultiPoint""}"
88,GO-20141649320,THEFT UNDER,2014-03-05,2014,March,Wednesday,5,64,20,2014-03-06,2014,March,Thursday,6,65,9,D51,"Apartment (Rooming House, Condo)",Apartment,EMMA,BIKE,EL,1,BGE,2000,STOLEN,-79.37875654715465,43.65431769342137,"{""coordinates"": [[-79.378756547, 43.654317693]], ""type"": ""MultiPoint""}"
89,GO-20141650747,THEFT UNDER,2014-03-06,2014,March,Thursday,6,65,9,2014-03-06,2014,March,Thursday,6,65,13,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,EMMO,S6,EL,1,YEL,2000,STOLEN,-79.37009915354126,43.65616289526663,"{""coordinates"": [[-79.3700991539999, 43.6561628950001]], ""type"": ""MultiPoint""}"
90,GO-20149001820,THEFT UNDER,2014-03-05,2014,March,Wednesday,5,64,8,2014-03-06,2014,March,Thursday,6,65,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,P.24,BM,1,BLK,550,STOLEN,-79.38849864685093,43.667434106695886,"{""coordinates"": [[-79.3884986469999, 43.6674341070001]], ""type"": ""MultiPoint""}"
91,GO-20149001842,THEFT UNDER,2014-03-05,2014,March,Wednesday,5,64,10,2014-03-07,2014,March,Friday,7,66,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KH,URBAN X,RG,24,BLK,500,STOLEN,-79.36944905342786,43.65452239362609,"{""coordinates"": [[-79.369449053, 43.654522394]], ""type"": ""MultiPoint""}"
92,GO-20141656024,B&E,2014-03-07,2014,March,Friday,7,66,10,2014-03-07,2014,March,Friday,7,66,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,None,MT,21,BLKWHI,400,STOLEN,-79.34205649562452,43.67209025087966,"{""coordinates"": [[-79.3420564959999, 43.672090251]], ""type"": ""MultiPoint""}"
93,GO-20149001867,THEFT UNDER,2014-03-08,2014,March,Saturday,8,67,7,2014-03-08,2014,March,Saturday,8,67,8,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,X-FIRE,OT,18,WHI,2500,STOLEN,-79.36650769748013,43.71129465943549,"{""coordinates"": [[-79.366507697, 43.711294659]], ""type"": ""MultiPoint""}"
94,GO-20149001884,THEFT UNDER,2014-03-08,2014,March,Saturday,8,67,16,2014-03-08,2014,March,Saturday,8,67,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,None,RG,7,BLK,500,STOLEN,-79.38135844644687,43.657398096501886,"{""coordinates"": [[-79.381358446, 43.6573980970001]], ""type"": ""MultiPoint""}"
95,GO-20141670291,THEFT UNDER,2014-03-08,2014,March,Saturday,8,67,22,2014-03-09,2014,March,Sunday,9,68,19,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EAGLE,None,SC,1,WHI,1600,STOLEN,-79.39738864239575,43.6680342091879,"{""coordinates"": [[-79.397388642, 43.668034209]], ""type"": ""MultiPoint""}"
96,GO-20141669575,B&E,2014-02-23,2014,February,Sunday,23,54,15,2014-03-09,2014,March,Sunday,9,68,14,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,HYBRID,OT,18,BLU,500,STOLEN,-79.4828856152277,43.66797125075384,"{""coordinates"": [[-79.482885615, 43.667971251]], ""type"": ""MultiPoint""}"
97,GO-20141677268,THEFT UNDER,2014-03-10,2014,March,Monday,10,69,19,2014-03-10,2014,March,Monday,10,69,19,D51,"Apartment (Rooming House, Condo)",Apartment,OTHER,UNKNOWN,MT,10,GRN,200,STOLEN,-79.37376715504146,43.667288406453174,"{""coordinates"": [[-79.3737671549999, 43.6672884060001]], ""type"": ""MultiPoint""}"
98,GO-20141668687,THEFT UNDER,2014-03-08,2014,March,Saturday,8,67,9,2014-03-10,2014,March,Monday,10,69,13,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SPECIALIZED,EPIC COMP,OT,21,BLK,2000,STOLEN,-79.37670375122408,43.66242040152412,"{""coordinates"": [[-79.376703751, 43.6624204020001]], ""type"": ""MultiPoint""}"
99,GO-20141675909,THEFT UNDER,2013-02-09,2013,February,Saturday,9,40,20,2014-03-10,2014,March,Monday,10,69,15,D14,"Apartment (Rooming House, Condo)",Apartment,FOCUS,IZALCO,OT,20,BLKRED,2200,STOLEN,-79.40232983429784,43.65522989636559,"{""coordinates"": [[-79.402329834, 43.655229896]], ""type"": ""MultiPoint""}"
100,GO-20149001917,THEFT UNDER,2014-03-07,2014,March,Friday,7,66,15,2014-03-10,2014,March,Monday,10,69,11,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW DELUXE,RG,27,GRN,700,STOLEN,-79.3905872468585,43.669473009390295,"{""coordinates"": [[-79.390587247, 43.6694730090001]], ""type"": ""MultiPoint""}"
101,GO-20149002000,THEFT FROM MOTOR VEHICLE UNDER,2014-03-10,2014,March,Monday,10,69,17,2014-03-11,2014,March,Tuesday,11,70,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RA,None,RG,18,GRY,400,STOLEN,-79.48275282013722,43.663511061255825,"{""coordinates"": [[-79.48275282, 43.6635110610001]], ""type"": ""MultiPoint""}"
102,GO-20149002000,THEFT FROM MOTOR VEHICLE UNDER,2014-03-10,2014,March,Monday,10,69,17,2014-03-11,2014,March,Tuesday,11,70,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,DB,None,MT,21,RED,300,STOLEN,-79.48275282013722,43.663511061255825,"{""coordinates"": [[-79.48275282, 43.6635110610001]], ""type"": ""MultiPoint""}"
103,GO-20149001966,THEFT UNDER,2014-01-15,2014,January,Wednesday,15,15,11,2014-03-12,2014,March,Wednesday,12,71,11,D55,Ttc Subway Station,Transit,UK,FORGOT,MT,21,LBL,400,STOLEN,-79.32299959773488,43.65240553874324,"{""coordinates"": [[-79.322999598, 43.652405539]], ""type"": ""MultiPoint""}"
104,GO-20141681258,THEFT UNDER,2014-03-10,2014,March,Monday,10,69,22,2014-03-12,2014,March,Wednesday,12,71,13,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,CUSTOM,SC,32,BLK,500,STOLEN,-79.36758875528045,43.65635969546341,"{""coordinates"": [[-79.367588755, 43.6563596950001]], ""type"": ""MultiPoint""}"
105,GO-20141692241,THEFT UNDER,2014-03-08,2014,March,Saturday,8,67,19,2014-03-13,2014,March,Thursday,13,72,14,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,FORTRESS 2000,SC,1,RED,500,STOLEN,-79.2639598818895,43.69694343019787,"{""coordinates"": [[-79.2639598819999, 43.69694343]], ""type"": ""MultiPoint""}"
106,GO-20141694393,THEFT UNDER,2014-03-11,2014,March,Tuesday,11,70,11,2014-03-13,2014,March,Thursday,13,72,17,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OPUS,FLUX 1.0,MT,21,RED,1000,STOLEN,-79.31765011885601,43.666088982984014,"{""coordinates"": [[-79.3176501189999, 43.6660889830001]], ""type"": ""MultiPoint""}"
107,GO-20149001985,THEFT UNDER,2014-03-12,2014,March,Wednesday,12,71,19,2014-03-13,2014,March,Thursday,13,72,0,D53,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,SU,None,RC,10,BLK,250,STOLEN,-79.40241134067354,43.66945721214256,"{""coordinates"": [[-79.4024113409999, 43.669457212]], ""type"": ""MultiPoint""}"
108,GO-20141711138,THEFT UNDER,2014-03-16,2014,March,Sunday,16,75,0,2014-03-16,2014,March,Sunday,16,75,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,None,EL,0,BLK,500,STOLEN,-79.37219495639862,43.66763520695567,"{""coordinates"": [[-79.372194956, 43.667635207]], ""type"": ""MultiPoint""}"
109,GO-20141740213,THEFT UNDER,2014-03-18,2014,March,Tuesday,18,77,17,2014-03-18,2014,March,Tuesday,18,77,17,D51,"Apartment (Rooming House, Condo)",Apartment,OTHER,DAYMAK,EL,6,BLK,,STOLEN,-79.38208704701839,43.66056979967357,"{""coordinates"": [[-79.382087047, 43.6605698000001]], ""type"": ""MultiPoint""}"
110,GO-20141719595,THEFT UNDER,2014-03-16,2014,March,Sunday,16,75,9,2014-03-18,2014,March,Tuesday,18,77,9,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,IRON HORSE,None,OT,10,BLK,300,STOLEN,-79.3626715364257,43.775275303062266,"{""coordinates"": [[-79.3626715359999, 43.7752753030001]], ""type"": ""MultiPoint""}"
111,GO-20149002177,THEFT UNDER,2014-03-19,2014,March,Wednesday,19,78,17,2014-03-19,2014,March,Wednesday,19,78,18,D51,Universities / Colleges,Educational,SC,None,RG,7,LGR,300,STOLEN,-79.37784204906069,43.65820689731066,"{""coordinates"": [[-79.377842049, 43.6582068970001]], ""type"": ""MultiPoint""}"
112,GO-20141731597,THEFT UNDER,2014-03-10,2014,March,Monday,10,69,21,2014-03-20,2014,March,Thursday,20,79,15,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,None,MT,12,RED,200,STOLEN,-79.39717835192134,43.70113152148021,"{""coordinates"": [[-79.397178352, 43.701131521]], ""type"": ""MultiPoint""}"
113,GO-20141736217,THEFT UNDER,2014-03-20,2014,March,Thursday,20,79,13,2014-03-20,2014,March,Thursday,20,79,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,None,EL,1,BLK,895,STOLEN,-79.3749262530438,43.664324603428305,"{""coordinates"": [[-79.374926253, 43.6643246030001]], ""type"": ""MultiPoint""}"
114,GO-20149002225,THEFT UNDER,2014-03-19,2014,March,Wednesday,19,78,3,2014-03-21,2014,March,Friday,21,80,11,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,TREK 7300,MT,18,SIL,400,STOLEN,-79.36427240285998,43.70560277292554,"{""coordinates"": [[-79.364272403, 43.7056027730001]], ""type"": ""MultiPoint""}"
115,GO-20141743873,THEFT UNDER,2014-03-14,2014,March,Friday,14,73,19,2014-03-21,2014,March,Friday,21,80,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIO,ITALIA,EL,4,BLK,1000,STOLEN,-79.38456274722806,43.6649204040241,"{""coordinates"": [[-79.384562747, 43.664920404]], ""type"": ""MultiPoint""}"
116,GO-20141742378,THEFT UNDER,2014-03-19,2014,March,Wednesday,19,78,10,2014-03-21,2014,March,Friday,21,80,15,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIANT,None,TO,21,RED,100,STOLEN,-79.38372844443951,43.6557204948242,"{""coordinates"": [[-79.383728444, 43.655720495]], ""type"": ""MultiPoint""}"
117,GO-20149002225,THEFT UNDER,2014-03-19,2014,March,Wednesday,19,78,3,2014-03-21,2014,March,Friday,21,80,11,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,SPECIALIZED HOT,MT,18,RED,300,STOLEN,-79.36427240285998,43.70560277292554,"{""coordinates"": [[-79.364272403, 43.7056027730001]], ""type"": ""MultiPoint""}"
118,GO-20141746457,THEFT UNDER,2014-03-21,2014,March,Friday,21,80,9,2014-03-22,2014,March,Saturday,22,81,13,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RALEIGH,None,OT,18,WHIBRN,200,STOLEN,-79.44366107911458,43.701693159629826,"{""coordinates"": [[-79.443661079, 43.70169316]], ""type"": ""MultiPoint""}"
119,GO-20141752609,THEFT UNDER,2014-03-23,2014,March,Sunday,23,82,0,2014-03-23,2014,March,Sunday,23,82,13,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,1EM313,EL,10,BLK,932.25,STOLEN,-79.41297333554205,43.669609114814136,"{""coordinates"": [[-79.4129733359999, 43.6696091150001]], ""type"": ""MultiPoint""}"
120,GO-20141760093,B&E,2014-03-23,2014,March,Sunday,23,82,23,2014-03-24,2014,March,Monday,24,83,19,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,COWAN,MT,8,WHI,500,STOLEN,-79.5827084991662,43.63336134436629,"{""coordinates"": [[-79.582708499, 43.633361344]], ""type"": ""MultiPoint""}"
121,GO-20141760643,THEFT UNDER,2014-03-24,2014,March,Monday,24,83,12,2014-03-24,2014,March,Monday,24,83,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,None,EL,20,SIL,1800,STOLEN,-79.38309224661504,43.66137010047386,"{""coordinates"": [[-79.383092247, 43.6613701]], ""type"": ""MultiPoint""}"
122,GO-20149002347,THEFT UNDER,2014-03-25,2014,March,Tuesday,25,84,6,2014-03-25,2014,March,Tuesday,25,84,19,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,NO,CITY GLIDE,RG,8,LBL,800,STOLEN,-79.38616184430911,43.6577625968664,"{""coordinates"": [[-79.386161844, 43.657762597]], ""type"": ""MultiPoint""}"
123,GO-20141769705,THEFT UNDER,2014-01-11,2014,January,Saturday,11,11,0,2014-03-26,2014,March,Wednesday,26,85,9,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SPECIALIZED,AMEGO,EL,0,GRN,2500,STOLEN,-79.40111063296169,43.64696528643929,"{""coordinates"": [[-79.401110633, 43.6469652860001]], ""type"": ""MultiPoint""}"
124,GO-20141769678,PROPERTY - FOUND,2014-03-20,2014,March,Thursday,20,79,7,2014-03-26,2014,March,Wednesday,26,85,9,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SCHWINN,MIDTOWN,MT,18,WHI,,UNKNOWN,-79.35850440977268,43.71144467220347,"{""coordinates"": [[-79.35850441, 43.711444672]], ""type"": ""MultiPoint""}"
125,GO-20149002392,THEFT UNDER,2014-03-27,2014,March,Thursday,27,86,20,2014-03-27,2014,March,Thursday,27,86,20,D52,Convenience Stores,Commercial,UK,None,OT,3,BLK,,STOLEN,-79.39872333582319,43.65492319541593,"{""coordinates"": [[-79.398723336, 43.654923195]], ""type"": ""MultiPoint""}"
126,GO-20141778180,THEFT UNDER,2014-03-27,2014,March,Thursday,27,86,6,2014-03-27,2014,March,Thursday,27,86,15,D54,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN MAKE,LITHIUM 20,EL,3,BLK,2000,STOLEN,-79.29696905974141,43.70047340685121,"{""coordinates"": [[-79.29696906, 43.7004734070001]], ""type"": ""MultiPoint""}"
127,GO-20141778734,THEFT UNDER,2014-03-27,2014,March,Thursday,27,86,4,2014-03-27,2014,March,Thursday,27,86,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,H5,EL,5,BLK,3000,STOLEN,-79.3764472488647,43.654829193932876,"{""coordinates"": [[-79.376447249, 43.6548291940001]], ""type"": ""MultiPoint""}"
128,GO-20149002410,THEFT UNDER,2014-03-28,2014,March,Friday,28,87,15,2014-03-28,2014,March,Friday,28,87,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,PREMIUM,RG,1,BLU,800,STOLEN,-79.37784204906069,43.65820689731066,"{""coordinates"": [[-79.377842049, 43.6582068970001]], ""type"": ""MultiPoint""}"
129,GO-20141791881,THEFT UNDER,2014-03-29,2014,March,Saturday,29,88,15,2014-03-29,2014,March,Saturday,29,88,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,None,EL,1,GRN,800,STOLEN,-79.37376715504146,43.667288406453174,"{""coordinates"": [[-79.3737671549999, 43.6672884060001]], ""type"": ""MultiPoint""}"
130,GO-20141788268,THEFT UNDER,2014-03-18,2014,March,Tuesday,18,77,18,2014-03-29,2014,March,Saturday,29,88,7,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,STUMP JUMPER,MT,21,SIL,2000,STOLEN,-79.36573020043463,43.706126669494786,"{""coordinates"": [[-79.3657302, 43.7061266690001]], ""type"": ""MultiPoint""}"
131,GO-20141794391,THEFT UNDER,2014-03-25,2014,March,Tuesday,25,84,12,2014-03-30,2014,March,Sunday,30,89,9,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,H5,EL,1,BLK,1025,STOLEN,-79.38745604948559,43.67192891190004,"{""coordinates"": [[-79.387456049, 43.671928912]], ""type"": ""MultiPoint""}"
132,GO-20141796490,THEFT UNDER,2014-03-30,2014,March,Sunday,30,89,16,2014-03-30,2014,March,Sunday,30,89,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EMMO,E-BIKE,EL,2,BLU,1050,STOLEN,-79.32028232710712,43.67532969893694,"{""coordinates"": [[-79.320282327, 43.675329699]], ""type"": ""MultiPoint""}"
133,GO-20149002440,THEFT UNDER,2014-03-30,2014,March,Sunday,30,89,12,2014-03-30,2014,March,Sunday,30,89,13,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,None,OT,21,None,350,STOLEN,-79.38613904842788,43.66872950806446,"{""coordinates"": [[-79.386139048, 43.6687295080001]], ""type"": ""MultiPoint""}"
134,GO-20141802880,THEFT UNDER,2014-03-31,2014,March,Monday,31,90,16,2014-03-31,2014,March,Monday,31,90,17,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,None,OT,6,RED,200,STOLEN,-79.41607073008583,43.66407250866993,"{""coordinates"": [[-79.4160707299999, 43.6640725090001]], ""type"": ""MultiPoint""}"
135,GO-20149002462,THEFT UNDER,2014-03-30,2014,March,Sunday,30,89,17,2014-03-31,2014,March,Monday,31,90,10,D54,Bar / Restaurant,Commercial,SU,PHANTOM 29 MOUN,MT,21,GRY,200,STOLEN,-79.34628000094489,43.678661266509984,"{""coordinates"": [[-79.346280001, 43.678661267]], ""type"": ""MultiPoint""}"
136,GO-20141799234,THEFT UNDER,2014-03-25,2014,March,Tuesday,25,84,7,2014-03-31,2014,March,Monday,31,90,7,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,ROCKY MOUNTAIN,VERTEX 950,MT,20,REDWHI,2500,STOLEN,-79.44497078377883,43.69847296267516,"{""coordinates"": [[-79.444970784, 43.698472963]], ""type"": ""MultiPoint""}"
137,GO-20141803189,INCIDENT - BICYCLE,2013-12-01,2013,December,Sunday,1,335,0,2014-03-31,2014,March,Monday,31,90,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GARY FISHER,None,MT,10,None,,UNKNOWN,-79.41297835658,43.77608199445868,"{""coordinates"": [[-79.412978357, 43.776081994]], ""type"": ""MultiPoint""}"
